id,city,state_id,street,street2,zip
__export__.res_partner_97759,TABASCO,Tabasco,"CARRETERA VILLAHERMOSA-CARDENAS , KM 5.5 S/N","RANCHERIA ANACLETO CANABAL, CALLE 8, LOT",86280
__export__.res_partner_97719,CENTRO,México,CARR VILLAHERMOSA A CARDENAS KM. 3.5,R/A ANACLETO CANABAL 1RA SECCION,86287
__export__.res_partner_97760,TABASCO,Tabasco,RANCHERIA GONZÄLEZ 1RA. SECCIÏN KM. 152 (A 100 MTS. DE GEOME,CENTRO,86280
__export__.res_partner_97720,TABASCO,Tabasco,CALLE 8 LOTE 10 1A. SECCIÏN,PARQUE INDUSTRIAL DIET,86103
__export__.res_partner_97761,TABASCO,Tabasco,CALLE 8 LOTE 10 1RA. SECCIÏN,PARQUE INDUSTRIAL DIET,86103
__export__.res_partner_97762,TABASCO,Tabasco,CARRETERA VILLAHEMOSA A CARDENAS KM 3.5,R/A ANACLETO CABANAL 1RA. SECCIÏN,86103
__export__.res_partner_97763,TABASCO,Tabasco,CALLE JUAREZ 1205,SANTA AMALIA,86300
__export__.res_partner_108362,CORREGIDORA,Querétaro,LIBRAMIENTO SUR PONIENTE KM.15+500,INDUSTRIAL BALVANERA,76901
__export__.res_partner_97721,GUADALAJARA,Jalisco,SALVADOR HONOJOSA 201,NUEVA CENTRAL CAMIONERA,45580
__export__.res_partner_97765,QUERETARO,Querétaro,BERNARDO QUINTANA 433,CENTRO SUR,76090
__export__.res_partner_97766,GUADALAJARA,Jalisco,DR. ROBERTO R. MICHEL 2627,ALAMOS INDUSTRIAL,44895
__export__.res_partner_97767,IRAPUATO,Guanajuato,BOULEVARD SOLIDARODAD 11856,C.F.E.,36631
__export__.res_partner_97768,CUERNAVACA,Morelos,ABASOLO 12 (INT. CENTRAL CAMIONERA DE PULLMAN DE MORELOS,CENTRO,62000
__export__.res_partner_97769,GUSTAVO A. MADERO,Ciudad de México,PROLONGACION SATURNO 39,NUEVA INDUSTRIAL VALLEJO,07700
__export__.res_partner_97770,JALISCO,Jalisco,INT.NVA.CENTRAL CAMIONERA ESQ. AVENIDA DE LAS TORRES MODULO 6,LOMAS DE SAN PEDRITO,45625
__export__.res_partner_97771,TAMAULIPAS,Tamaulipas,DURANGO 14,MODELO,87360
__export__.res_partner_97722,TULTITLAN DE MARIANO ESCOBEDO,México,LAGO DE GUADALUPE 289,BOSQUES DE PRIMAVERA,54900
__export__.res_partner_97772,TULTITLAN,México,LAGO DE GUADALUPE 289,TULTITLAN DE MARIANO ESCOBEDO CENTRO,54900
__export__.res_partner_97723,TABASCO,Tabasco,CARRETERA VILLAHERMOSA CARDENAS KM 5.5 S/N PARQUE. IND. DEIT,"RIA. ANACLETO CANABAL CALLE 8, LOTE 10",86280
__export__.res_partner_97773,ACAPULCO DE JUAREZ,Guerrero,AVENIDA AGUAS BLANCAS 41,PALMAR DE CARAVALI,39300
__export__.res_partner_97774,PUEBLA,Puebla,BOULEVARD PUEBLA TLAXACALA 83,SAN FELIPE HUEYOTLIPAN,72030
__export__.res_partner_97724,AZCAPOTZALCO,Ciudad de México,PONIENTE 122,SAN MIGUEL AMANTLA,02700
__export__.res_partner_97776,MONTERREY,Nuevo León,MARTIN DE ZAVALA 3302B,ESTRELLA,64400
__export__.res_partner_97777,DURANGO,Durango,BOULEVARD FRANCISCO VILLA 101,"DEL MAESTRO,",34240
__export__.res_partner_97778,DURANGO,Durango,CALLE ADOLFO LOPEZ MATEOS 608,SANTA FE,34240
__export__.res_partner_97779,TLAQUEPAQUE,Jalisco,SALVADOR HINOJOSA 2,CENTRAL NUEVA,45580
__export__.res_partner_106494,PUEBLA,Puebla,BV LA PEDRERA 3522,CAMINO REAL A SAN FELIPE Y BV LAS CUARTILLAS Y 207 G,72050
__export__.res_partner_97725,JALISCO,Jalisco,SALVADOR HINOJOSA 2,NUEVA CENTRLA CAMIONERA,45501
__export__.res_partner_97780,GUSTAVO A. MADERO,Ciudad de México,DIANA 69 (ATRAS DE LA AGENCIA FORD DE 100 METROS),NUEVA INDUSTRIAL VALLEJO,07700
__export__.res_partner_97781,SONORA,Sonora,AVENIDA 200 S/N ESQUINA QUERETARO,HIDALGO,85000
__export__.res_partner_97782,GENERAL ESCOBEDO,Nuevo León,CARRETERA A COLOMBIA 330,ZONA INDUSTRIAL,66083
__export__.res_partner_97726,VERACRUZ,Veracruz,CARRETERA FEDERAL POZA RICA-VERACRUZ KM. 240+130,CHALCHIUECAN,91890
__export__.res_partner_97783,PUEBLA,Puebla,CARRETERA FED. MƑXICO PUEBLA KM 126 1002,SAN JUAN CUAUTLANCINGO,72700
__export__.res_partner_97784,TABASCO,Tabasco,CARRETERA VILLAHERMOSA CARDENAS KM. 156,"RANCHERIA GONZALEZ 1A. SECC,",86280
__export__.res_partner_97785,SONORA,Sonora,ATANCAHUI 850 SUR,FOVISSTE 2,85140
__export__.res_partner_97786,SAN PEDRO TLAQUEPAQUE,Jalisco,AUTOPISTA ZAPOTLANEJO 1002 ESQ. CALLE 1,NUEVA CENTRAL CAMIONERA,45880
__export__.res_partner_113694,MONTERREY,Nuevo León,AVENIDA BERNARDO REYES 5495,FERROCARRILERA,64250
__export__.res_partner_109686,MONTERREY,Nuevo León,CALLE COLEGIO CIVIL 2020,15 DE MAYO (LARRALDE),64450
__export__.res_partner_106481,PUEBLA,Puebla,"PEDRERA 3117, SAN FELIPE HUEYOTLIPAN",SAN MIGUEL HUEYOTLIPAN,72050
__export__.res_partner_106764,PUEBLA,Puebla,BV LA PEDRERA 3522,CAM REAL A SAN FELIPE Y BV LAS CUARTILLAS,72050
__export__.res_partner_97787,TLAQUEPAQUE,Jalisco,SALVADOR HINOJOSA 4,TLAQUEPAQUE,45625
__export__.res_partner_97788,LEON,Guanajuato,"BLVD. LALUZ 3307, INT. 11",SAN PEDRO DE LOS HERNANDEZ,37280
__export__.res_partner_97789,MONTERREY,Nuevo León,CHURUBUSCO NUMERO 300,FIERRO ENTRE MADERO Y CHURUBUSCO,64540
__export__.res_partner_97790,MORELIA,Michoacán,LIBRAMIENTO NORTE 260,FRANCISCO MUJICA,51118
__export__.res_partner_97791,PUEBLA,Puebla,BOULEVARD CARMEN MILLAN 14,RANCHO COLORADO,42040
__export__.res_partner_97792,QUERETARO,Querétaro,PROL. LUIS VEGA Y MONRROY 800,CENTRO SUR,76079
__export__.res_partner_97793,AGUASCALIENTES,Aguascalientes,JULIO DIAZ TORRES 103,CIUDAD INDUSTRIAL,20290
__export__.res_partner_97794,CULIACAN ROSALES,Sinaloa,CARRETERA EL DORADO 7501,CAMPO EL DIEZ,80430
__export__.res_partner_105005,NOGALES,Sonora,CARRETERA INTERNACIONAL KM.45,CREDO,84000
__export__.res_partner_106172,AZCAPOTZALCO,Ciudad de México,AVENIDA REAL SAN MARTIN 154,REYNOSA TAMAULIPAS,02230
__export__.res_partner_106060,GARCIA,Nuevo León,CARRETERA A GARCIA KM 6.5-B ZONA INDUSTRIAL EL OBISPO GARCIA,ZONA INDUSTRIAL EL OBISPO,66000
__export__.res_partner_104640,LEON,Guanajuato,BOULEVARD LEON II 1902 ESQ. CEFERINO ORTIZ,LEON II,37407
__export__.res_partner_97727,CUAUTITLAN IZCALLI,México,KM 40.5 AUTOPISTA MEXICO QUERETARO,PARQUE INDUSTRIAL LA LUZ,54716
__export__.res_partner_97795,MEXICO,México,KM 40.5 AUTOPISTA MEXICO QUERETARO,"FRACC, IND. LA LUZ",54716
__export__.res_partner_97728,TLAQUEPAQUE,Jalisco,AVENIDA PERIFERICO SUR 5879,MANUEL LOPEZ COTILLA,45615
__export__.res_partner_108910,TLAJOMULCO DE ZUNIGA,Jalisco,"ADOLF B. HORN 1437, CONCEPCION DEL VALLE",CONCEPCION DEL VALLE,45653
__export__.res_partner_97796,LA PAZ,Baja California Sur,CALLE SEGUNDA SIN NUMERO,FRACCIONAMIENTO PARQUE INDUSTRIAL,23089
__export__.res_partner_97797,SAN JOSE DEL CABO,Baja California,CASCALOZUCHITL SIN NUMERO,BUENOS AIRES,23400
__export__.res_partner_97729,SILAO DE LA VICTORIA,Guanajuato,CARRETERA IRAPUATO SILAO KM. 144,SILAO CENTRO,36100
__export__.res_partner_106803,SAN LUIS POTOSI,San Luis Potosí,CARRETERA FEDERAL 57 SLP-QRO KM. 184 + 300,DELEGACION LA PILA,78422
__export__.res_partner_106018,CAJEME,Sonora,"SUFRAGIO EFECTIVO 740-A, ZONA NORTE 1",REAL DEL SOL AMPLIACION,85010
__export__.res_partner_97798,CULIACAN ROSALES,Sinaloa,CARRETERA A NOVOLATO 8810-A,BACHIGUALATO,80140
__export__.res_partner_97799,DURANGO,Durango,CARRETERA A TORREON 9.123 S/N,16 DE SEPTIEMBRE,34304
__export__.res_partner_97800,BAJA CALIFORNIA,Baja California,"CARRETERA AEROPUERTO 1007 B PARCELA 2 LT2, INT.3",EX EJIDO TAMPICO DELEG. MESA DE OTAY,22500
__export__.res_partner_97730,BAJA CALIFORNIA,Baja California,"CARRETERA AEPTO 1007 B PARCELA 2, LOTE 2, INTERIOR 3",EX EJIDO TAMPICO DELEG. MESA DE OTAY,22500
__export__.res_partner_97801,CHIHUAHUA,Chihuahua,PERIF. FCO. R. ALMADA 13200,VALLE DORADO,31090
__export__.res_partner_97802,AGUASCALIENTES,Aguascalientes,AVENIDA ESTADOS UNIDOS DE AMERICA 110,PARQUE INDUSTRIAL SN FRANCISCO,20304
__export__.res_partner_108934,AGUASCALIENTES,Aguascalientes,MIGUEL HIDALGO 16,PENUELAS,20340
__export__.res_partner_108900,DURANGO,Durango,BLVD. JOSE MARIA PATONI 2605,VILLA BLANCA,34208
__export__.res_partner_111070,SAN JUAN DE LOS LAGOS,Jalisco,CARRETERA SAN JUAN DE LOS LAGOS ENCARNACION DE DIAZ KM 0+500,EL ROSARIO,47095
__export__.res_partner_108635,MATAMOROS,Tamaulipas,"SERGIO LOPEZ OCHOA S/N, EJIDO LUCIO BLANCO,",LUCIO BLANCO,87444
__export__.res_partner_108358,MERIDA,Yucatán,PERIFERICO PONIENTE KM. 46.1 INT. TABLAJE 31814,TIXCACAL OPICHEN,97314
__export__.res_partner_113410,GUADALUPE,Zacatecas,"CARRETERA FEDERAL ZACATECAS-AGUASCALIENTES,",BONITO PUEBLO 439,98613
__export__.res_partner_97803,CELAYA,Guanajuato,EJE MANUEL J. CLUTIER 769,ALAMOS (FRENTE A BACHOCO),38024
__export__.res_partner_97804,GUADALAJARA,Jalisco,SALVADOR HINOJOSA 201,NUEVA CENTRAL,45400
__export__.res_partner_97805,IRAPUATO,Guanajuato,BOULEVARD SOLIDARIDAD 11856,C.F.E.,36631
__export__.res_partner_97806,LEON,Guanajuato,PROLONGACION HEROES DE LA INDEPENDENCIA 1701,LAS FUENTES,37270
__export__.res_partner_97807,CIUDAD DE MEXICO,Ciudad de México,MIGUEL BERNARD 505,EX HACIENDA LA ESCALERA,07320
__export__.res_partner_97808,SAN LUIS POTOSI,San Luis Potosí,AVENIDA INDUSTRIAL 432,CONDOMINIOS GLORIETA,78399
__export__.res_partner_97809,CIUDAD DE MEXICO,Ciudad de México,AVENIDA CENTRAL 284,NUEVA INDUSTRIAL VALLEJO,07700
__export__.res_partner_97810,CIUDAD DE MEXICO,Ciudad de México,AVENIDA TAXQUENA 1800,PASEO DE TAXQUENA DEL. COYOACAN,04280
__export__.res_partner_97811,AGUASCALIENTES,Aguascalientes,REPUBLICA DE PERU 301,LAS AMERICAS,20230
__export__.res_partner_97812,TORREON,Coahuila,BAHIA DE GUADALUPE 4800,NUEVA CALIFORNIA,27000
